order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,state,region,product_name,category,sub_category,sales,quantity,discount,profit
CA-2020-100034,2020-01-05,2020-01-08,Standard Class,CG-10301,Customer_274,Consumer,Mississippi,South,Samsung Galaxy,Technology,Copiers,1262.5,4,0.0,1219.29
CA-2020-100035,2020-01-06,2020-01-13,Same Day,CG-10486,Customer_161,Consumer,Louisiana,South,Scissors,Office Supplies,Supplies,35.09,3,0.0,16.62
CA-2020-100036,2020-01-06,2020-01-08,First Class,CG-10274,Customer_94,Home Office,Nevada,West,Tape Dispenser,Office Supplies,Storage,26.56,3,0.3,-5.27
CA-2020-100037,2020-01-06,2020-01-10,Same Day,CG-10078,Customer_9,Consumer,California,West,Ergonomic Chair,Furniture,Chairs,1047.79,3,0.4,-645.43
CA-2020-100038,2020-01-06,2020-01-10,Second Class,CG-10071,Customer_180,Consumer,Tennessee,South,Ergonomic Chair,Furniture,Chairs,254.31,7,0.1,354.05
CA-2020-100039,2020-01-06,2020-01-13,Standard Class,CG-10096,Customer_11,Home Office,Louisiana,South,Executive Desk,Furniture,Tables,320.34,5,0.2,60.38
CA-2020-100040,2020-01-06,2020-01-12,Same Day,CG-10482,Customer_2,Home Office,Minnesota,Central,Logitech Mouse,Technology,Computers,351.99,2,0.5,-152.48
CA-2020-100041,2020-01-06,2020-01-12,Standard Class,CG-10231,Customer_283,Corporate,Oklahoma,South,Bookcase,Furniture,Chairs,571.22,6,0.3,-233.84
CA-2020-100042,2020-01-07,2020-01-14,Same Day,CG-10012,Customer_162,Corporate,Florida,East,Samsung Galaxy,Technology,Phones,1666.15,1,0.1,171.23
CA-2020-100043,2020-01-07,2020-01-13,Standard Class,CG-10433,Customer_11,Consumer,Florida,East,Ergonomic Chair,Furniture,Tables,357.56,6,0.2,114.42
CA-2020-100044,2020-01-07,2020-01-10,First Class,CG-10414,Customer_247,Home Office,Mississippi,South,Executive Desk,Furniture,Chairs,645.36,6,0.1,574.1
CA-2020-100045,2020-01-07,2020-01-11,Second Class,CG-10198,Customer_287,Home Office,California,West,A4 Paper,Office Supplies,Paper,63.78,2,0.0,23.01
CA-2020-100046,2020-01-07,2020-01-14,First Class,CG-10339,Customer_56,Corporate,Minnesota,Central,Office Chair,Furniture,Chairs,432.11,7,0.0,990.05
CA-2020-100047,2020-01-07,2020-01-11,Second Class,CG-10126,Customer_234,Corporate,Utah,West,Samsung Galaxy,Technology,Accessories,1087.63,4,0.3,-153.86
CA-2020-100048,2020-01-08,2020-01-09,First Class,CG-10421,Customer_147,Consumer,Oklahoma,South,Manila Folders,Office Supplies,Storage,82.88,3,0.0,66.77
CA-2020-100049,2020-01-08,2020-01-11,Second Class,CG-10312,Customer_288,Home Office,Pennsylvania,East,HP Laptop,Technology,Copiers,733.35,1,0.0,156.67
CA-2020-100050,2020-01-08,2020-01-13,First Class,CG-10263,Customer_71,Corporate,Indiana,Central,A4 Paper,Office Supplies,Labels,120.65,4,0.0,112.73
CA-2020-100051,2020-01-08,2020-01-11,Standard Class,CG-10099,Customer_142,Consumer,Washington,West,Canon Copier,Technology,Computers,223.53,3,0.0,128.94
CA-2020-100052,2020-01-08,2020-01-15,First Class,CG-10013,Customer_173,Consumer,Oregon,West,Tape Dispenser,Office Supplies,Labels,21.54,6,0.5,-35.53
CA-2020-100053,2020-01-08,2020-01-13,Same Day,CG-10349,Customer_257,Consumer,Alabama,South,iPhone 14,Technology,Phones,1784.65,1,0.3,-124.12
CA-2020-100054,2020-01-08,2020-01-09,Same Day,CG-10178,Customer_180,Corporate,Indiana,Central,Canon Copier,Technology,Copiers,1379.89,2,0.5,-874.05
CA-2020-100055,2020-01-09,2020-01-16,Standard Class,CG-10008,Customer_289,Corporate,Virginia,East,Sofa,Furniture,Tables,916.87,6,0.4,-946.13
CA-2020-100056,2020-01-09,2020-01-11,Standard Class,CG-10140,Customer_162,Corporate,Louisiana,South,Scissors,Office Supplies,Labels,88.55,4,0.1,64.03
CA-2020-100057,2020-01-09,2020-01-13,Standard Class,CG-10203,Customer_121,Corporate,Indiana,Central,Tape Dispenser,Office Supplies,Paper,64.87,5,0.1,61.86
CA-2020-100058,2020-01-09,2020-01-10,Same Day,CG-10193,Customer_130,Corporate,California,West,Bookcase,Furniture,Chairs,735.88,6,0.4,-647.75
CA-2020-100059,2020-01-09,2020-01-13,First Class,CG-10037,Customer_190,Home Office,Kentucky,South,Apple iPad,Technology,Copiers,289.15,1,0.2,15.23
CA-2020-100060,2020-01-09,2020-01-15,Standard Class,CG-10020,Customer_19,Home Office,Arizona,West,iPhone 14,Technology,Computers,1396.69,1,0.0,459.65
CA-2020-100061,2020-01-09,2020-01-11,First Class,CG-10156,Customer_272,Home Office,Oregon,West,Tape Dispenser,Office Supplies,Binders,80.53,6,0.0,139.73
CA-2020-100062,2020-01-10,2020-01-12,Second Class,CG-10083,Customer_134,Home Office,Louisiana,South,Logitech Mouse,Technology,Accessories,1727.96,6,0.4,-1102.33
CA-2020-100063,2020-01-10,2020-01-11,First Class,CG-10383,Customer_283,Consumer,Tennessee,South,Sticky Notes,Office Supplies,Paper,93.05,2,0.1,34.16
CA-2020-100064,2020-01-10,2020-01-12,First Class,CG-10177,Customer_209,Consumer,Oklahoma,South,A4 Paper,Office Supplies,Art,30.14,2,0.0,9.32
CA-2020-100065,2020-01-10,2020-01-15,Same Day,CG-10191,Customer_141,Home Office,Kentucky,South,iPhone 14,Technology,Accessories,930.12,4,0.1,713.23
CA-2020-100066,2020-01-10,2020-01-12,First Class,CG-10383,Customer_77,Corporate,Tennessee,South,Samsung Galaxy,Technology,Computers,231.27,5,0.2,71.15
CA-2020-100067,2020-01-10,2020-01-14,Same Day,CG-10264,Customer_25,Home Office,Oregon,West,Sony Headphones,Technology,Computers,1376.14,3,0.3,-261.04
CA-2020-100068,2020-01-10,2020-01-14,Second Class,CG-10270,Customer_169,Home Office,New York,East,Conference Table,Furniture,Tables,603.9,6,0.1,336.36
CA-2020-100069,2020-01-11,2020-01-18,Same Day,CG-10436,Customer_124,Consumer,Pennsylvania,East,Manila Folders,Office Supplies,Paper,58.37,1,0.5,-20.11
CA-2020-100070,2020-01-11,2020-01-15,Second Class,CG-10224,Customer_165,Corporate,Kentucky,South,Samsung Galaxy,Technology,Phones,1747.63,7,0.0,3337.6
CA-2020-100071,2020-01-11,2020-01-18,Second Class,CG-10180,Customer_270,Consumer,Colorado,West,Standing Desk,Furniture,Chairs,1058.46,1,0.1,196.88
CA-2020-100072,2020-01-11,2020-01-15,Standard Class,CG-10454,Customer_43,Corporate,North Carolina,East,Canon Copier,Technology,Computers,1721.47,4,0.0,1813.13
CA-2020-100073,2020-01-11,2020-01-16,First Class,CG-10258,Customer_298,Consumer,Virginia,East,Binders Pack,Office Supplies,Supplies,39.12,3,0.4,-15.35
CA-2020-100074,2020-01-11,2020-01-18,First Class,CG-10342,Customer_33,Home Office,Virginia,East,Bookcase,Furniture,Chairs,838.8,7,0.0,1228.51
CA-2020-100075,2020-01-11,2020-01-14,Standard Class,CG-10021,Customer_144,Corporate,Nevada,West,Scissors,Office Supplies,Fasteners,132.93,3,0.1,39.24
CA-2020-100076,2020-01-12,2020-01-18,Standard Class,CG-10294,Customer_135,Consumer,Mississippi,South,Logitech Mouse,Technology,Computers,1085.5,6,0.0,1683.63
CA-2020-100077,2020-01-12,2020-01-13,First Class,CG-10460,Customer_16,Home Office,Arkansas,South,Sony Headphones,Technology,Copiers,491.58,3,0.3,-52.71
CA-2020-100078,2020-01-12,2020-01-16,Standard Class,CG-10264,Customer_46,Consumer,Kentucky,South,Dell Monitor,Technology,Copiers,1496.66,4,0.0,1577.5
CA-2020-100079,2020-01-12,2020-01-14,Standard Class,CG-10417,Customer_4,Consumer,Indiana,Central,Ergonomic Chair,Furniture,Furnishings,995.6,7,0.1,1149.85
CA-2020-100080,2020-01-12,2020-01-16,Second Class,CG-10011,Customer_3,Consumer,Minnesota,Central,Bookcase,Furniture,Bookcases,812.55,1,0.0,193.73
CA-2020-100081,2020-01-12,2020-01-14,Standard Class,CG-10033,Customer_275,Home Office,Wisconsin,Central,Conference Table,Furniture,Tables,388.12,2,0.0,140.71
CA-2020-100082,2020-01-12,2020-01-18,Standard Class,CG-10300,Customer_285,Corporate,California,West,Office Chair,Furniture,Furnishings,281.56,1,0.0,66.6
CA-2020-100083,2020-01-13,2020-01-19,Same Day,CG-10352,Customer_236,Consumer,Pennsylvania,East,Logitech Mouse,Technology,Computers,1174.41,2,0.5,-765.09
CA-2020-100084,2020-01-13,2020-01-19,First Class,CG-10250,Customer_65,Home Office,Florida,East,HP Laptop,Technology,Phones,938.86,2,0.0,453.68
CA-2020-100085,2020-01-13,2020-01-15,Same Day,CG-10305,Customer_277,Consumer,Nevada,West,Apple iPad,Technology,Computers,1248.52,4,0.2,218.29
CA-2020-100086,2020-01-13,2020-01-17,Standard Class,CG-10354,Customer_225,Corporate,Nevada,West,Filing Cabinet,Furniture,Tables,199.72,6,0.3,-66.14
CA-2020-100087,2020-01-13,2020-01-19,Standard Class,CG-10155,Customer_183,Consumer,Oklahoma,South,Sofa,Furniture,Bookcases,224.81,3,0.0,184.64
CA-2020-100088,2020-01-13,2020-01-18,Same Day,CG-10294,Customer_89,Home Office,Arkansas,South,Apple iPad,Technology,Phones,739.21,6,0.0,745.67
CA-2020-100089,2020-01-14,2020-01-21,Standard Class,CG-10258,Customer_11,Consumer,Illinois,Central,iPhone 14,Technology,Phones,565.84,4,0.1,267.93
CA-2020-100090,2020-01-14,2020-01-16,Second Class,CG-10174,Customer_99,Consumer,Wisconsin,Central,Bookcase,Furniture,Bookcases,725.63,6,0.3,-216.71
CA-2020-100091,2020-01-14,2020-01-16,Same Day,CG-10011,Customer_39,Corporate,Utah,West,Sticky Notes,Office Supplies,Art,58.1,6,0.2,15.57
CA-2020-100092,2020-01-14,2020-01-18,Same Day,CG-10042,Customer_50,Corporate,Indiana,Central,Apple iPad,Technology,Copiers,1273.81,2,0.5,-545.17
CA-2020-100093,2020-01-14,2020-01-16,First Class,CG-10332,Customer_284,Corporate,Virginia,East,HP Laptop,Technology,Computers,1415.05,1,0.1,203.04
CA-2020-100094,2020-01-14,2020-01-16,Same Day,CG-10375,Customer_20,Consumer,California,West,Logitech Mouse,Technology,Accessories,446.63,7,0.0,650.49
CA-2020-100095,2020-01-14,2020-01-20,Second Class,CG-10194,Customer_167,Home Office,Oregon,West,Sofa,Furniture,Furnishings,1036.94,2,0.5,-455.2
CA-2020-100096,2020-01-15,2020-01-19,Standard Class,CG-10273,Customer_253,Consumer,Pennsylvania,East,Canon Copier,Technology,Phones,1445.62,7,0.0,3083.63
CA-2020-100097,2020-01-15,2020-01-21,Same Day,CG-10110,Customer_174,Consumer,Louisiana,South,Samsung Galaxy,Technology,Accessories,1178.59,4,0.4,-712.94
CA-2020-100098,2020-01-15,2020-01-22,Same Day,CG-10089,Customer_200,Consumer,Kentucky,South,Samsung Galaxy,Technology,Copiers,1648.37,7,0.2,749.02
CA-2020-100099,2020-01-15,2020-01-22,First Class,CG-10265,Customer_288,Consumer,New York,East,Apple iPad,Technology,Phones,577.67,6,0.4,-706.47
CA-2020-100100,2020-01-15,2020-01-21,First Class,CG-10499,Customer_212,Corporate,Pennsylvania,East,iPhone 14,Technology,Accessories,837.15,6,0.0,1679.74
CA-2020-100101,2020-01-15,2020-01-22,Standard Class,CG-10259,Customer_84,Corporate,Minnesota,Central,Pen Set,Office Supplies,Fasteners,21.61,7,0.0,30.37
CA-2020-100102,2020-01-15,2020-01-19,Same Day,CG-10356,Customer_249,Corporate,Washington,West,Binders Pack,Office Supplies,Paper,69.58,7,0.0,119.12
CA-2020-100103,2020-01-16,2020-01-17,Second Class,CG-10267,Customer_9,Corporate,Michigan,Central,iPhone 14,Technology,Phones,978.16,1,0.4,-150.84
CA-2020-100104,2020-01-16,2020-01-22,Standard Class,CG-10052,Customer_38,Home Office,Ohio,East,Canon Copier,Technology,Copiers,1160.75,3,0.1,669.51
CA-2020-100105,2020-01-16,2020-01-21,Second Class,CG-10178,Customer_124,Consumer,Minnesota,Central,Apple iPad,Technology,Copiers,241.63,4,0.5,-253.04
CA-2020-100106,2020-01-16,2020-01-21,Same Day,CG-10271,Customer_37,Consumer,Georgia,East,iPhone 14,Technology,Accessories,189.06,6,0.4,-136.49
CA-2020-100107,2020-01-16,2020-01-18,Standard Class,CG-10144,Customer_298,Consumer,Wisconsin,Central,Standing Desk,Furniture,Chairs,519.01,7,0.0,942.81
CA-2020-100108,2020-01-16,2020-01-23,First Class,CG-10487,Customer_151,Home Office,Missouri,Central,Conference Table,Furniture,Furnishings,279.94,6,0.3,-53.36
CA-2020-100109,2020-01-16,2020-01-21,First Class,CG-10350,Customer_75,Home Office,Oklahoma,South,Ergonomic Chair,Furniture,Tables,870.1,5,0.0,1378.36
CA-2020-100110,2020-01-17,2020-01-19,Second Class,CG-10409,Customer_206,Corporate,Georgia,East,Scissors,Office Supplies,Binders,97.1,6,0.0,153.34
CA-2020-100111,2020-01-17,2020-01-18,Standard Class,CG-10257,Customer_144,Consumer,Michigan,Central,Dell Monitor,Technology,Computers,677.5,2,0.0,379.87
CA-2020-100112,2020-01-17,2020-01-21,Second Class,CG-10028,Customer_39,Consumer,Arizona,West,Bookcase,Furniture,Chairs,131.43,3,0.2,15.0
CA-2020-100113,2020-01-17,2020-01-21,First Class,CG-10349,Customer_114,Home Office,Illinois,Central,Canon Copier,Technology,Accessories,438.77,3,0.4,-206.63
CA-2020-100114,2020-01-17,2020-01-21,Same Day,CG-10495,Customer_104,Consumer,Indiana,Central,HP Laptop,Technology,Copiers,1286.65,6,0.4,-1186.37
CA-2020-100115,2020-01-17,2020-01-22,First Class,CG-10174,Customer_155,Home Office,Nevada,West,Pen Set,Office Supplies,Supplies,138.73,1,0.3,-7.6
CA-2020-100116,2020-01-17,2020-01-18,Same Day,CG-10394,Customer_174,Corporate,New York,East,A4 Paper,Office Supplies,Art,52.78,4,0.3,-13.49
CA-2020-100117,2020-01-18,2020-01-23,Second Class,CG-10356,Customer_20,Home Office,Alabama,South,Conference Table,Furniture,Tables,914.87,6,0.3,-332.55
CA-2020-100118,2020-01-18,2020-01-25,Second Class,CG-10161,Customer_288,Consumer,Oklahoma,South,Office Chair,Furniture,Furnishings,982.31,6,0.0,1528.72
CA-2020-100119,2020-01-18,2020-01-23,Second Class,CG-10454,Customer_288,Home Office,Louisiana,South,Stapler,Office Supplies,Binders,16.74,2,0.2,2.2
CA-2020-100120,2020-01-18,2020-01-19,Same Day,CG-10230,Customer_119,Home Office,California,West,Stapler,Office Supplies,Fasteners,129.15,6,0.0,171.78
CA-2020-100121,2020-01-18,2020-01-19,Second Class,CG-10028,Customer_177,Corporate,Indiana,Central,HP Laptop,Technology,Accessories,911.23,5,0.3,-226.45
CA-2020-100122,2020-01-18,2020-01-25,Second Class,CG-10480,Customer_40,Consumer,Pennsylvania,East,Logitech Mouse,Technology,Computers,1740.46,2,0.0,974.26
CA-2020-100123,2020-01-18,2020-01-19,Standard Class,CG-10120,Customer_5,Consumer,Michigan,Central,Ergonomic Chair,Furniture,Bookcases,641.94,6,0.4,-550.37
CA-2020-100124,2020-01-19,2020-01-20,Same Day,CG-10176,Customer_104,Corporate,Louisiana,South,Bookcase,Furniture,Tables,327.61,6,0.4,-262.16
CA-2020-100125,2020-01-19,2020-01-23,Second Class,CG-10119,Customer_265,Home Office,Texas,Central,Sticky Notes,Office Supplies,Supplies,136.72,7,0.0,165.07
CA-2020-100126,2020-01-19,2020-01-26,Second Class,CG-10346,Customer_146,Home Office,Colorado,West,Bookcase,Furniture,Bookcases,336.06,4,0.4,-223.56
CA-2020-100127,2020-01-19,2020-01-22,Same Day,CG-10143,Customer_232,Consumer,Oregon,West,Sony Headphones,Technology,Copiers,1604.33,3,0.1,544.41
CA-2020-100128,2020-01-19,2020-01-22,Same Day,CG-10336,Customer_1,Home Office,Georgia,East,A4 Paper,Office Supplies,Paper,32.92,5,0.2,5.85
CA-2020-100129,2020-01-19,2020-01-20,First Class,CG-10202,Customer_241,Corporate,Georgia,East,Sony Headphones,Technology,Accessories,1258.49,1,0.4,-140.77
CA-2020-100130,2020-01-19,2020-01-22,First Class,CG-10397,Customer_134,Consumer,Tennessee,South,Pen Set,Office Supplies,Binders,63.76,4,0.0,73.37
CA-2020-100131,2020-01-20,2020-01-23,Standard Class,CG-10268,Customer_206,Home Office,Virginia,East,Pen Set,Office Supplies,Labels,136.38,2,0.0,48.46
CA-2020-100132,2020-01-20,2020-01-21,Second Class,CG-10418,Customer_216,Corporate,Indiana,Central,Logitech Mouse,Technology,Computers,442.65,4,0.2,122.26
CA-2020-100133,2020-01-20,2020-01-23,Same Day,CG-10473,Customer_209,Corporate,Utah,West,Conference Table,Furniture,Bookcases,507.51,1,0.0,153.12
CA-2020-100134,2020-01-20,2020-01-25,Second Class,CG-10051,Customer_81,Consumer,Nevada,West,Standing Desk,Furniture,Chairs,746.81,2,0.5,-341.36
CA-2020-100135,2020-01-20,2020-01-22,First Class,CG-10024,Customer_236,Consumer,Arizona,West,Ergonomic Chair,Furniture,Furnishings,1096.81,5,0.0,1473.33
CA-2020-100136,2020-01-20,2020-01-27,First Class,CG-10231,Customer_21,Home Office,New York,East,Conference Table,Furniture,Furnishings,398.8,7,0.0,423.0
CA-2020-100137,2020-01-21,2020-01-23,First Class,CG-10235,Customer_291,Home Office,Utah,West,HP Laptop,Technology,Computers,795.79,2,0.3,-101.51
CA-2020-100138,2020-01-21,2020-01-22,Same Day,CG-10380,Customer_186,Home Office,Nevada,West,Manila Folders,Office Supplies,Supplies,70.3,2,0.5,-28.72
CA-2020-100139,2020-01-21,2020-01-25,Second Class,CG-10490,Customer_226,Corporate,Washington,West,Logitech Mouse,Technology,Copiers,555.75,7,0.0,639.47
CA-2020-100140,2020-01-21,2020-01-28,Same Day,CG-10442,Customer_205,Corporate,Alabama,South,Filing Cabinet,Furniture,Furnishings,930.78,1,0.0,280.75
CA-2020-100141,2020-01-21,2020-01-22,Second Class,CG-10459,Customer_142,Home Office,Arkansas,South,Filing Cabinet,Furniture,Chairs,179.31,2,0.2,15.49
CA-2020-100142,2020-01-21,2020-01-25,Standard Class,CG-10238,Customer_68,Consumer,Florida,East,Samsung Galaxy,Technology,Accessories,1308.48,4,0.5,-1379.18
CA-2020-100143,2020-01-21,2020-01-23,First Class,CG-10372,Customer_134,Corporate,Colorado,West,A4 Paper,Office Supplies,Paper,79.64,3,0.0,76.17
CA-2020-100144,2020-01-22,2020-01-23,First Class,CG-10067,Customer_23,Corporate,Georgia,East,Apple iPad,Technology,Accessories,537.81,1,0.4,-98.48
CA-2020-100145,2020-01-22,2020-01-29,First Class,CG-10425,Customer_233,Home Office,Nevada,West,Apple iPad,Technology,Accessories,955.56,1,0.0,207.71
CA-2020-100146,2020-01-22,2020-01-29,First Class,CG-10431,Customer_14,Consumer,Arizona,West,iPhone 14,Technology,Accessories,1516.87,1,0.0,491.07
CA-2020-100147,2020-01-22,2020-01-28,Same Day,CG-10488,Customer_209,Corporate,Colorado,West,Manila Folders,Office Supplies,Binders,68.18,4,0.0,62.12
CA-2020-100148,2020-01-22,2020-01-27,First Class,CG-10240,Customer_258,Consumer,North Carolina,East,Samsung Galaxy,Technology,Copiers,337.96,4,0.1,202.78
CA-2020-100149,2020-01-22,2020-01-25,Second Class,CG-10218,Customer_177,Corporate,Pennsylvania,East,Samsung Galaxy,Technology,Computers,202.94,4,0.5,-221.2
CA-2020-100150,2020-01-22,2020-01-26,Second Class,CG-10117,Customer_263,Consumer,Oregon,West,Ergonomic Chair,Furniture,Bookcases,889.8,6,0.1,525.97
CA-2020-100151,2020-01-23,2020-01-29,First Class,CG-10428,Customer_227,Consumer,Texas,Central,Apple iPad,Technology,Copiers,685.17,4,0.0,738.43
CA-2020-100152,2020-01-23,2020-01-26,First Class,CG-10071,Customer_100,Corporate,Ohio,East,Filing Cabinet,Furniture,Chairs,1048.77,7,0.3,-389.8
CA-2020-100153,2020-01-23,2020-01-26,Same Day,CG-10246,Customer_178,Consumer,Louisiana,South,Executive Desk,Furniture,Bookcases,723.36,2,0.1,281.85
CA-2020-100154,2020-01-23,2020-01-24,Same Day,CG-10071,Customer_142,Corporate,Georgia,East,Bookcase,Furniture,Furnishings,535.99,1,0.4,-70.99
CA-2020-100155,2020-01-23,2020-01-26,Second Class,CG-10284,Customer_20,Corporate,Oregon,West,Sticky Notes,Office Supplies,Labels,83.6,6,0.4,-59.72
CA-2020-100156,2020-01-23,2020-01-28,Second Class,CG-10002,Customer_220,Consumer,Wisconsin,Central,Standing Desk,Furniture,Furnishings,557.59,1,0.3,-27.36
CA-2020-100157,2020-01-23,2020-01-30,Standard Class,CG-10276,Customer_249,Corporate,Utah,West,Logitech Mouse,Technology,Computers,1643.18,5,0.1,1417.08
CA-2020-100158,2020-01-24,2020-01-30,Second Class,CG-10414,Customer_177,Consumer,Mississippi,South,HP Laptop,Technology,Copiers,897.61,3,0.2,141.31
CA-2020-100159,2020-01-24,2020-01-27,Standard Class,CG-10140,Customer_236,Corporate,Pennsylvania,East,Office Chair,Furniture,Furnishings,191.81,2,0.1,40.89
CA-2020-100160,2020-01-24,2020-01-25,First Class,CG-10222,Customer_133,Consumer,North Carolina,East,Standing Desk,Furniture,Tables,702.58,3,0.0,462.81
CA-2020-100161,2020-01-24,2020-01-29,First Class,CG-10464,Customer_9,Corporate,Washington,West,Dell Monitor,Technology,Computers,1172.26,2,0.2,76.32
CA-2020-100162,2020-01-24,2020-01-26,First Class,CG-10175,Customer_53,Corporate,Oregon,West,Bookcase,Furniture,Furnishings,876.88,2,0.4,-313.43
CA-2020-100163,2020-01-24,2020-01-31,Second Class,CG-10351,Customer_91,Home Office,Arkansas,South,Manila Folders,Office Supplies,Paper,131.36,2,0.1,51.48
